trait,eQTL_chrom,eQTL_start_bp,eQTL_end_bp,eQTL_start_cM,eQTL_end_cM,eigen_eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009971,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009972,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009973,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009974,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009975,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009976,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009977,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009978,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009979,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009980,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009981,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009982,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009983,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009984,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009985,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009986,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009987,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009988,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009989,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009990,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009991,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009992,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009993,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009994,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009995,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra101387,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009996,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009997,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009999,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra009998,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010000,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010001,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra101388,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010002,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010003,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010004,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010005,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010006,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010007,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010008,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010009,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010010,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010011,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,48.0235238943268,69.1629009219697,Bra010012,2.609122828866624,4.392020358793429
