trait,eigen_eQTL_chrom,eigen_eQTL_start,eigen_eQTL_end,eigen_eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD
UN_MEblue,A06,19003983,22141386,Bra009971,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009972,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009973,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009974,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009975,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009976,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009977,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009978,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009979,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009980,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009981,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009982,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009983,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009984,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009985,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009986,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009987,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009988,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009989,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009990,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009991,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009992,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009993,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009994,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009995,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101387,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009996,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009997,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009999,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra009998,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010000,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010001,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101388,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010002,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010003,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010004,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010005,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010006,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010007,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010008,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010009,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010010,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010011,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010012,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010013,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010014,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010015,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010016,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010017,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010018,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010019,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010021,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010022,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010023,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010024,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010025,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010026,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010027,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010028,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010029,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010030,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010031,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010032,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010033,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010034,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010035,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010036,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010037,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010038,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010039,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010138,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010139,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010140,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010141,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010142,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010143,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010144,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010145,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010146,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010147,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010148,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101389,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101390,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010149,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010150,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra010151,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037419,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037420,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101391,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037421,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037422,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037423,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037424,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037425,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037426_Bra037427,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037428,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037429,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037430,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037431,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037432,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037433,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037434,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037435,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037436,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037437,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037438,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037439,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037440,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037441,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037442,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037443,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037444,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037445,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037446,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101392,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037447,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037448_Bra037451,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037449,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037450,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037452_Bra037454,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037453,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101393,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037455,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037456,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037457,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037458,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037459,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037460,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037461,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037462,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101394,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037463,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037464,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037465,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037466,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037467,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037468,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037469,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037470,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037471,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037472,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037473,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037474,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037475,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037476,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037477,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037478,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037479,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037480,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037481,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037482,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037483,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037484,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037485,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037486,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037487,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037488,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037489,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037490,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037491,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037492,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037493,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037494,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037495,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037496,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037497,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037498,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037499,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037500,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037501,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037502,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037503,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037504,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037505,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037506,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037507,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037508,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101395,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037509,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037510,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037511,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101396,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037512,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037513,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037514,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037515,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037516,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037517,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037518,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037519,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101397,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037520,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037521,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037522,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037523,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037524,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037525,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037526,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037527,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037528,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037529,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037530,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra037531,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025426,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025425,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025424,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025423,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025422,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025421,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025420,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025419,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025418,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025417,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025416,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025415,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101398,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025414,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025413,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025412,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025411,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025410,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025409,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025408,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025407,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025406,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025405,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025404,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025403,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025402,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025401,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025400,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025399,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025398,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025397,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025396,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025395,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025394,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025392,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025393,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025391,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025390,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025389,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025388,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025387,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025386,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101399,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025385,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025384,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025383,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025382,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025381,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025380,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025379,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025378,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101400,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025377,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025376,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025375,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025374,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025373,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025372,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025371,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025370,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025369,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025368,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025367,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025365_Bra025366,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025364,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025363,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101401,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025362,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025361,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025360,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101402,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025359,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025358,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025357,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025356,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025355,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025354,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025353,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025352,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025351,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025350,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025349,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025348,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025347,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101403,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025346,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025345,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025344,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025342_Bra025343,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025341,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025340,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025339,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025338,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025337,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025336,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025335,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025334,2.609122828866624,4.392020358793429
