MR_gene,MR_Cutoff,MR_chrom,MR_pos,eQTL_chrom,eQTL_start_bp,eQTL_end_bp,eQTL_start_cM,eQTL_end_cM,eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002244,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002243,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002242,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002241,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002240,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002239,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002238,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002237,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002236,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002235,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002233,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002234,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002232,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002231,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002230,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002229,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002228,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002227,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002226,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002225,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002224,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002223,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002222,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002221,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002220,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002219,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002218,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002216_Bra002217,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002215,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002214,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002213,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002212,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002211,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002210,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002209,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002208,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002207,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002206,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002205,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002204,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002203,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002202,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002201,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002200,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002199,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002198,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002197,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002195,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002196,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002194,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002193,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002192,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002191,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra102302,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002190,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002189,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002188,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra102303,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002187,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002186,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002185,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002184,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002183,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002182,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002181,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002180,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002179,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002178,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002176,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002177,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002175,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002174,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002173,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002172,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002171,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002170,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002169,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002168,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002167,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002166,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002165,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002164,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002163,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002162,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002161,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002160,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002159,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002158,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002157,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002156,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002155,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002154,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002153,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002152,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002151,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002150,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra102304,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002149,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002148,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra102305,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002147,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002146,17.400580941715965,18.890362997867356
